Time,L_Reach,L_Grasp,L_Manipulation,L_Transport,L_Place,R_Reach,R_Grasp,R_Manipulation,R_Transport,R_Place
329.65 sec,0,1,0,0,0,0,0,1,0,0
329.67 sec,0,1,0,0,0,0,0,1,0,0
329.69 sec,0,1,0,0,0,0,0,1,0,0
329.7 sec,0,1,0,0,0,0,0,1,0,0
329.72 sec,0,1,0,0,0,0,0,1,0,0
329.74 sec,0,1,0,0,0,0,0,1,0,0
329.75 sec,0,1,0,0,0,0,0,1,0,0
329.77 sec,0,1,0,0,0,0,0,1,0,0
329.79 sec,0,1,0,0,0,0,0,1,0,0
329.8 sec,0,1,0,0,0,0,0,1,0,0
329.82 sec,0,1,0,0,0,0,0,1,0,0
329.84 sec,0,1,0,0,0,0,0,1,0,0
329.85 sec,0,1,0,0,0,0,0,1,0,0
329.87 sec,0,1,0,0,0,0,0,1,0,0
329.89 sec,0,1,0,0,0,0,0,1,0,0
329.9 sec,0,1,0,0,0,0,0,1,0,0
329.92 sec,0,1,0,0,0,0,0,1,0,0
329.94 sec,0,1,0,0,0,0,0,1,0,0
329.95 sec,0,1,0,0,0,0,0,1,0,0
329.97 sec,0,1,0,0,0,0,0,1,0,0
329.99 sec,0,1,0,0,0,0,0,1,0,0
330 sec,0,1,0,0,0,0,0,1,0,0
330.02 sec,0,1,0,0,0,0,0,1,0,0
330.04 sec,0,1,0,0,0,0,0,1,0,0
330.05 sec,0,1,0,0,0,0,0,1,0,0
330.07 sec,0,1,0,0,0,0,0,1,0,0
330.09 sec,0,1,0,0,0,0,0,1,0,0
330.1 sec,0,1,0,0,0,0,0,1,0,0
330.12 sec,0,1,0,0,0,0,0,1,0,0
330.14 sec,0,1,0,0,0,0,0,1,0,0
330.15 sec,0,1,0,0,0,0,0,1,0,0
330.17 sec,0,1,0,0,0,0,0,1,0,0
330.19 sec,0,1,0,0,0,0,0,1,0,0
330.2 sec,0,1,0,0,0,0,0,1,0,0
330.22 sec,0,1,0,0,0,0,0,1,0,0
330.24 sec,0,1,0,0,0,0,0,1,0,0
330.25 sec,0,1,0,0,0,0,0,1,0,0
330.27 sec,0,1,0,0,0,0,0,1,0,0
330.29 sec,0,1,0,0,0,0,0,1,0,0
330.3 sec,0,1,0,0,0,0,0,1,0,0
330.32 sec,0,1,0,0,0,0,0,1,0,0
330.34 sec,0,1,0,0,0,0,0,1,0,0
330.35 sec,0,1,0,0,0,0,0,1,0,0
330.37 sec,0,1,0,0,0,0,0,1,0,0
330.39 sec,0,1,0,0,0,0,0,1,0,0
330.4 sec,0,1,0,0,0,0,0,1,0,0
330.42 sec,0,1,0,0,0,0,0,1,0,0
330.44 sec,0,1,0,0,0,0,0,1,0,0
330.45 sec,0,1,0,0,0,0,0,1,0,0
330.47 sec,0,1,0,0,0,0,0,1,0,0
330.49 sec,0,1,0,0,0,0,0,1,0,0
330.5 sec,0,1,0,0,0,0,0,1,0,0
330.52 sec,0,1,0,0,0,0,0,1,0,0
330.54 sec,0,1,0,0,0,0,0,1,0,0
330.55 sec,0,1,0,0,0,0,0,1,0,0
330.57 sec,0,1,0,0,0,0,0,1,0,0
330.59 sec,0,1,0,0,0,0,0,1,0,0
330.6 sec,0,1,0,0,0,0,0,1,0,0
330.62 sec,0,1,0,0,0,0,0,1,0,0
330.64 sec,0,1,0,0,0,0,0,1,0,0
330.65 sec,0,1,0,0,0,0,0,1,0,0
330.67 sec,0,1,0,0,0,0,0,1,0,0
330.69 sec,0,1,0,0,0,0,0,1,0,0
330.7 sec,0,1,0,0,0,0,0,1,0,0
330.72 sec,0,1,0,0,0,0,0,1,0,0
330.74 sec,0,1,0,0,0,0,0,1,0,0
330.75 sec,0,1,0,0,0,0,0,1,0,0
330.77 sec,0,1,0,0,0,0,0,1,0,0
330.79 sec,0,1,0,0,0,0,0,1,0,0
330.8 sec,0,1,0,0,0,0,0,1,0,0
330.82 sec,0,1,0,0,0,0,0,1,0,0
330.84 sec,0,1,0,0,0,0,0,1,0,0
330.85 sec,0,1,0,0,0,0,0,1,0,0
330.87 sec,0,1,0,0,0,0,0,1,0,0
330.89 sec,0,1,0,0,0,0,0,1,0,0
330.9 sec,0,1,0,0,0,0,0,1,0,0
330.92 sec,0,1,0,0,0,0,0,1,0,0
330.94 sec,0,1,0,0,0,0,0,1,0,0
330.95 sec,0,1,0,0,0,0,0,1,0,0
330.97 sec,0,1,0,0,0,0,0,1,0,0
330.99 sec,0,1,0,0,0,0,0,1,0,0
331 sec,0,1,0,0,0,0,0,1,0,0
331.02 sec,0,1,0,0,0,0,0,1,0,0
331.04 sec,0,1,0,0,0,0,0,1,0,0
331.05 sec,0,1,0,0,0,0,0,1,0,0
331.07 sec,0,1,0,0,0,0,0,1,0,0
331.09 sec,0,1,0,0,0,0,0,1,0,0
331.1 sec,0,1,0,0,0,0,0,1,0,0
331.12 sec,0,1,0,0,0,0,0,1,0,0
331.14 sec,0,1,0,0,0,0,0,1,0,0
331.15 sec,0,1,0,0,0,0,0,1,0,0
331.17 sec,0,1,0,0,0,0,0,1,0,0
331.19 sec,0,1,0,0,0,0,0,1,0,0
331.2 sec,0,1,0,0,0,0,0,1,0,0
331.22 sec,0,1,0,0,0,0,0,1,0,0
331.24 sec,0,1,0,0,0,0,0,1,0,0
331.25 sec,0,1,0,0,0,0,0,1,0,0
331.27 sec,0,1,0,0,0,0,0,1,0,0
331.29 sec,0,1,0,0,0,0,0,1,0,0
331.3 sec,0,1,0,0,0,0,0,1,0,0
331.32 sec,0,1,0,0,0,0,0,1,0,0
331.34 sec,0,1,0,0,0,0,0,1,0,0
331.35 sec,0,1,0,0,0,0,0,1,0,0
331.37 sec,0,1,0,0,0,0,0,1,0,0
331.39 sec,0,1,0,0,0,0,0,1,0,0
331.4 sec,0,1,0,0,0,0,0,1,0,0
331.42 sec,0,1,0,0,0,0,0,1,0,0
331.44 sec,0,1,0,0,0,0,0,1,0,0
331.45 sec,0,1,0,0,0,0,0,1,0,0
331.47 sec,0,1,0,0,0,0,0,1,0,0
331.49 sec,0,1,0,0,0,0,0,1,0,0
331.5 sec,0,1,0,0,0,0,0,1,0,0
331.52 sec,0,1,0,0,0,0,0,1,0,0
331.54 sec,0,1,0,0,0,0,0,1,0,0
331.56 sec,0,1,0,0,0,0,0,1,0,0
331.57 sec,0,1,0,0,0,0,0,1,0,0
331.59 sec,0,1,0,0,0,0,0,1,0,0
331.61 sec,0,1,0,0,0,0,0,1,0,0
331.62 sec,0,1,0,0,0,0,0,1,0,0
331.64 sec,0,1,0,0,0,0,0,1,0,0
331.66 sec,0,1,0,0,0,0,0,1,0,0
331.67 sec,0,1,0,0,0,0,0,1,0,0
331.69 sec,0,1,0,0,0,0,0,1,0,0
331.71 sec,0,1,0,0,0,0,0,1,0,0
331.72 sec,0,1,0,0,0,0,0,1,0,0
331.74 sec,0,1,0,0,0,0,0,1,0,0
331.76 sec,0,1,0,0,0,0,0,1,0,0
331.77 sec,0,1,0,0,0,0,0,1,0,0
331.79 sec,0,1,0,0,0,0,0,1,0,0
331.81 sec,0,1,0,0,0,0,0,1,0,0
331.82 sec,0,1,0,0,0,0,0,1,0,0
331.84 sec,0,1,0,0,0,0,0,1,0,0
331.86 sec,0,1,0,0,0,0,0,1,0,0
331.87 sec,0,1,0,0,0,0,0,1,0,0
331.89 sec,0,1,0,0,0,0,0,1,0,0
331.91 sec,0,1,0,0,0,0,0,1,0,0
331.92 sec,0,1,0,0,0,0,0,1,0,0
331.94 sec,0,1,0,0,0,0,0,1,0,0
331.96 sec,0,1,0,0,0,0,0,1,0,0
331.97 sec,0,1,0,0,0,0,0,1,0,0
331.99 sec,0,1,0,0,0,0,0,1,0,0
332.01 sec,0,1,0,0,0,0,0,1,0,0
332.02 sec,0,1,0,0,0,0,0,1,0,0
332.04 sec,0,1,0,0,0,0,0,1,0,0
332.06 sec,0,1,0,0,0,0,0,1,0,0
332.07 sec,0,1,0,0,0,0,0,1,0,0
332.09 sec,0,1,0,0,0,0,0,1,0,0
332.11 sec,0,1,0,0,0,0,0,1,0,0
332.12 sec,0,1,0,0,0,0,0,1,0,0
332.14 sec,0,1,0,0,0,0,0,1,0,0
332.16 sec,0,1,0,0,0,0,0,1,0,0
332.17 sec,0,1,0,0,0,0,0,1,0,0
332.19 sec,0,1,0,0,0,0,0,1,0,0
332.21 sec,0,1,0,0,0,0,0,1,0,0
332.22 sec,0,1,0,0,0,0,0,1,0,0
332.24 sec,0,1,0,0,0,0,0,1,0,0
332.26 sec,0,1,0,0,0,0,0,1,0,0
332.27 sec,0,1,0,0,0,0,0,1,0,0
332.29 sec,0,1,0,0,0,0,0,1,0,0
332.31 sec,0,1,0,0,0,0,0,1,0,0
332.32 sec,0,1,0,0,0,0,0,1,0,0
332.34 sec,0,1,0,0,0,0,0,1,0,0
332.36 sec,0,1,0,0,0,0,0,1,0,0
332.37 sec,0,1,0,0,0,0,0,1,0,0
332.39 sec,0,1,0,0,0,0,0,1,0,0
332.41 sec,0,1,0,0,0,0,0,1,0,0
332.42 sec,0,1,0,0,0,0,0,1,0,0
332.44 sec,0,1,0,0,0,0,0,1,0,0
332.46 sec,0,1,0,0,0,0,0,1,0,0
332.47 sec,0,1,0,0,0,0,0,1,0,0
332.49 sec,0,1,0,0,0,0,0,1,0,0
332.51 sec,0,1,0,0,0,0,0,1,0,0
332.52 sec,0,1,0,0,0,0,0,1,0,0
332.54 sec,0,1,0,0,0,0,0,1,0,0
332.56 sec,0,1,0,0,0,0,0,1,0,0
332.57 sec,0,1,0,0,0,0,0,1,0,0
332.59 sec,0,1,0,0,0,0,0,1,0,0
332.61 sec,0,1,0,0,0,0,0,1,0,0
332.62 sec,0,1,0,0,0,0,0,1,0,0
332.64 sec,0,1,0,0,0,0,0,1,0,0
332.66 sec,0,1,0,0,0,0,0,1,0,0
332.67 sec,0,1,0,0,0,0,0,1,0,0
332.69 sec,0,1,0,0,0,0,0,1,0,0
332.71 sec,0,1,0,0,0,0,0,1,0,0
332.72 sec,0,1,0,0,0,0,0,1,0,0
332.74 sec,0,1,0,0,0,0,0,1,0,0
332.76 sec,0,1,0,0,0,0,0,1,0,0
332.77 sec,0,1,0,0,0,0,0,1,0,0
332.79 sec,0,1,0,0,0,0,0,1,0,0
332.81 sec,0,1,0,0,0,0,0,1,0,0
332.82 sec,0,1,0,0,0,0,0,1,0,0
332.84 sec,0,1,0,0,0,0,0,1,0,0
332.86 sec,0,1,0,0,0,0,0,1,0,0
332.87 sec,0,1,0,0,0,0,0,1,0,0
332.89 sec,0,1,0,0,0,0,0,1,0,0
332.91 sec,0,1,0,0,0,0,0,1,0,0
332.92 sec,0,1,0,0,0,0,0,1,0,0
332.94 sec,0,1,0,0,0,0,0,1,0,0
332.96 sec,0,1,0,0,0,0,0,1,0,0
332.97 sec,0,1,0,0,0,0,0,1,0,0
332.99 sec,0,1,0,0,0,0,0,1,0,0
333.01 sec,0,1,0,0,0,0,0,1,0,0
333.02 sec,0,1,0,0,0,0,0,1,0,0
333.04 sec,0,1,0,0,0,0,0,1,0,0
333.06 sec,0,1,0,0,0,0,0,1,0,0
333.07 sec,0,1,0,0,0,0,0,1,0,0
333.09 sec,0,1,0,0,0,0,0,1,0,0
333.11 sec,0,1,0,0,0,0,0,1,0,0
333.12 sec,0,1,0,0,0,0,0,1,0,0
333.14 sec,0,1,0,0,0,0,0,1,0,0
333.16 sec,0,1,0,0,0,0,0,1,0,0
333.17 sec,0,1,0,0,0,0,0,1,0,0
333.19 sec,0,1,0,0,0,0,0,1,0,0
333.21 sec,0,1,0,0,0,0,0,1,0,0
333.22 sec,0,1,0,0,0,0,0,1,0,0
333.24 sec,0,1,0,0,0,0,0,1,0,0
333.26 sec,0,1,0,0,0,0,0,1,0,0
333.27 sec,0,1,0,0,0,0,0,1,0,0
333.29 sec,0,1,0,0,0,0,0,1,0,0
333.31 sec,0,1,0,0,0,0,0,1,0,0
333.32 sec,0,1,0,0,0,0,0,1,0,0
333.34 sec,0,1,0,0,0,0,0,1,0,0
333.36 sec,0,1,0,0,0,0,0,1,0,0
333.37 sec,0,1,0,0,0,0,0,1,0,0
333.39 sec,0,1,0,0,0,0,0,1,0,0
333.41 sec,0,1,0,0,0,0,0,1,0,0
333.42 sec,0,1,0,0,0,0,0,1,0,0
333.44 sec,0,1,0,0,0,0,0,1,0,0
333.46 sec,0,1,0,0,0,0,0,1,0,0
333.47 sec,0,1,0,0,0,0,0,1,0,0
333.49 sec,0,1,0,0,0,0,0,1,0,0
333.51 sec,0,1,0,0,0,0,0,1,0,0
333.52 sec,0,1,0,0,0,0,0,1,0,0
333.54 sec,0,1,0,0,0,0,0,1,0,0
333.56 sec,0,1,0,0,0,0,0,1,0,0
333.57 sec,0,1,0,0,0,0,0,1,0,0
333.59 sec,0,1,0,0,0,0,0,1,0,0
333.61 sec,0,1,0,0,0,0,0,1,0,0
333.62 sec,0,1,0,0,0,0,0,1,0,0
333.64 sec,0,1,0,0,0,0,0,1,0,0
333.66 sec,0,1,0,0,0,0,0,1,0,0
333.67 sec,0,1,0,0,0,0,0,1,0,0
333.69 sec,0,1,0,0,0,0,0,1,0,0
333.71 sec,0,1,0,0,0,0,0,1,0,0
333.72 sec,0,1,0,0,0,0,0,1,0,0
333.74 sec,0,1,0,0,0,0,0,1,0,0
333.76 sec,0,1,0,0,0,0,0,1,0,0
333.77 sec,0,1,0,0,0,0,0,1,0,0
333.79 sec,0,1,0,0,0,0,0,1,0,0
333.81 sec,0,1,0,0,0,0,0,1,0,0
333.82 sec,0,1,0,0,0,0,0,1,0,0
333.84 sec,0,1,0,0,0,0,0,1,0,0
333.86 sec,0,1,0,0,0,0,0,1,0,0
333.87 sec,0,1,0,0,0,0,0,1,0,0
333.89 sec,0,1,0,0,0,0,0,1,0,0
333.91 sec,0,1,0,0,0,0,0,1,0,0
333.92 sec,0,1,0,0,0,0,0,1,0,0
333.94 sec,0,1,0,0,0,0,0,1,0,0
333.96 sec,0,1,0,0,0,0,0,1,0,0
333.97 sec,0,1,0,0,0,0,0,1,0,0
333.99 sec,0,1,0,0,0,0,0,1,0,0
334.01 sec,0,1,0,0,0,0,0,1,0,0
334.02 sec,0,1,0,0,0,0,0,1,0,0
334.04 sec,0,1,0,0,0,0,0,1,0,0
334.06 sec,0,1,0,0,0,0,0,1,0,0
334.07 sec,0,1,0,0,0,0,0,1,0,0
334.09 sec,0,1,0,0,0,0,0,1,0,0
334.11 sec,0,1,0,0,0,0,0,1,0,0
334.12 sec,0,1,0,0,0,0,0,1,0,0
334.14 sec,0,1,0,0,0,0,0,1,0,0
334.16 sec,0,1,0,0,0,0,0,1,0,0
334.17 sec,0,1,0,0,0,0,0,1,0,0
334.19 sec,0,1,0,0,0,0,0,1,0,0
334.21 sec,0,1,0,0,0,0,0,1,0,0
334.22 sec,0,1,0,0,0,0,0,1,0,0
334.24 sec,0,1,0,0,0,0,0,1,0,0
334.26 sec,0,1,0,0,0,0,0,1,0,0
334.27 sec,0,1,0,0,0,0,0,1,0,0
334.29 sec,0,1,0,0,0,0,0,1,0,0
334.31 sec,0,1,0,0,0,0,0,1,0,0
334.32 sec,0,1,0,0,0,0,0,1,0,0
334.34 sec,0,1,0,0,0,0,0,1,0,0
334.36 sec,0,1,0,0,0,0,0,1,0,0
334.37 sec,0,1,0,0,0,0,0,1,0,0
334.39 sec,0,1,0,0,0,0,0,1,0,0
334.41 sec,0,1,0,0,0,0,0,1,0,0
334.42 sec,0,1,0,0,0,0,0,1,0,0
334.44 sec,0,1,0,0,0,0,0,1,0,0
334.46 sec,0,1,0,0,0,0,0,1,0,0
334.47 sec,0,1,0,0,0,0,0,1,0,0
334.49 sec,0,1,0,0,0,0,0,1,0,0
334.51 sec,0,1,0,0,0,0,0,1,0,0
334.52 sec,0,1,0,0,0,0,0,1,0,0
334.54 sec,0,1,0,0,0,0,0,1,0,0
334.56 sec,0,1,0,0,0,0,0,1,0,0
334.57 sec,0,1,0,0,0,0,0,1,0,0
334.59 sec,0,1,0,0,0,0,0,1,0,0
334.61 sec,0,1,0,0,0,0,0,1,0,0
334.62 sec,0,1,0,0,0,0,0,1,0,0
334.64 sec,0,1,0,0,0,0,0,1,0,0
334.66 sec,0,1,0,0,0,0,0,1,0,0
334.67 sec,0,1,0,0,0,0,0,1,0,0
334.69 sec,0,1,0,0,0,0,0,1,0,0
334.71 sec,0,1,0,0,0,0,0,1,0,0
334.72 sec,0,1,0,0,0,0,0,1,0,0
334.74 sec,0,1,0,0,0,0,0,1,0,0
334.76 sec,0,1,0,0,0,0,0,1,0,0
334.77 sec,0,1,0,0,0,0,0,1,0,0
334.79 sec,0,1,0,0,0,0,0,1,0,0
334.81 sec,0,1,0,0,0,0,0,1,0,0
334.82 sec,0,1,0,0,0,0,0,1,0,0
334.84 sec,0,1,0,0,0,0,0,1,0,0
334.86 sec,0,1,0,0,0,0,0,1,0,0
334.88 sec,0,1,0,0,0,0,0,1,0,0
334.89 sec,0,1,0,0,0,0,0,1,0,0
334.91 sec,0,1,0,0,0,0,0,1,0,0
334.93 sec,0,1,0,0,0,0,0,1,0,0
334.94 sec,0,1,0,0,0,0,0,1,0,0
334.96 sec,0,1,0,0,0,0,0,1,0,0
334.98 sec,0,1,0,0,0,0,0,1,0,0
334.99 sec,0,1,0,0,0,0,0,1,0,0
335.01 sec,0,1,0,0,0,0,0,1,0,0
335.03 sec,0,1,0,0,0,0,0,1,0,0
335.04 sec,0,1,0,0,0,0,0,1,0,0
335.06 sec,0,1,0,0,0,0,0,1,0,0
335.08 sec,0,1,0,0,0,0,0,1,0,0
335.09 sec,0,1,0,0,0,0,0,1,0,0
335.11 sec,0,1,0,0,0,0,0,1,0,0
335.13 sec,0,1,0,0,0,0,0,1,0,0
335.14 sec,0,1,0,0,0,0,0,1,0,0
335.16 sec,0,1,0,0,0,0,0,1,0,0
335.18 sec,0,1,0,0,0,0,0,1,0,0
335.19 sec,0,1,0,0,0,0,0,1,0,0
335.21 sec,0,1,0,0,0,0,0,1,0,0
335.23 sec,0,1,0,0,0,0,0,1,0,0
335.24 sec,0,1,0,0,0,0,0,1,0,0
335.26 sec,0,1,0,0,0,0,0,1,0,0
335.28 sec,0,1,0,0,0,0,0,1,0,0
335.29 sec,0,1,0,0,0,0,0,1,0,0
335.31 sec,0,1,0,0,0,0,0,1,0,0
335.33 sec,0,1,0,0,0,0,0,1,0,0
335.34 sec,0,1,0,0,0,0,0,1,0,0
335.36 sec,0,1,0,0,0,0,0,1,0,0
335.38 sec,0,1,0,0,0,0,0,1,0,0
335.39 sec,0,1,0,0,0,0,0,1,0,0
335.41 sec,0,1,0,0,0,0,0,1,0,0
335.43 sec,0,1,0,0,0,0,0,1,0,0
335.44 sec,0,1,0,0,0,0,0,1,0,0
335.46 sec,0,1,0,0,0,0,0,1,0,0
335.48 sec,0,1,0,0,0,0,0,1,0,0
335.49 sec,0,1,0,0,0,0,0,1,0,0
335.51 sec,0,1,0,0,0,0,0,1,0,0
335.53 sec,0,1,0,0,0,0,0,1,0,0
335.54 sec,0,1,0,0,0,0,0,1,0,0
335.56 sec,0,1,0,0,0,0,0,1,0,0
335.58 sec,0,1,0,0,0,0,0,1,0,0
335.59 sec,0,1,0,0,0,0,0,1,0,0
335.61 sec,0,1,0,0,0,0,0,1,0,0
335.63 sec,0,1,0,0,0,0,0,1,0,0
335.64 sec,0,1,0,0,0,0,0,1,0,0
335.66 sec,0,1,0,0,0,0,0,1,0,0
335.68 sec,0,1,0,0,0,0,0,1,0,0
335.69 sec,0,1,0,0,0,0,0,1,0,0
335.71 sec,0,1,0,0,0,0,0,1,0,0
335.73 sec,0,1,0,0,0,0,0,1,0,0
335.74 sec,0,1,0,0,0,0,0,1,0,0
335.76 sec,0,1,0,0,0,0,0,1,0,0
335.78 sec,0,1,0,0,0,0,0,1,0,0
335.79 sec,0,1,0,0,0,0,0,1,0,0
335.81 sec,0,1,0,0,0,0,0,1,0,0
335.83 sec,0,1,0,0,0,0,0,1,0,0
335.84 sec,0,1,0,0,0,0,0,1,0,0
335.86 sec,0,1,0,0,0,0,0,1,0,0
335.88 sec,0,1,0,0,0,0,0,1,0,0
335.89 sec,0,1,0,0,0,0,0,1,0,0
335.91 sec,0,1,0,0,0,0,0,1,0,0
335.93 sec,0,1,0,0,0,0,0,1,0,0
335.94 sec,0,1,0,0,0,0,0,1,0,0
335.96 sec,0,1,0,0,0,0,0,1,0,0
335.98 sec,0,1,0,0,0,0,0,1,0,0
335.99 sec,0,1,0,0,0,0,0,1,0,0
336.01 sec,0,1,0,0,0,0,0,1,0,0
336.03 sec,0,1,0,0,0,0,0,1,0,0
336.04 sec,0,1,0,0,0,0,0,1,0,0
336.06 sec,0,1,0,0,0,0,0,1,0,0
336.08 sec,0,1,0,0,0,0,0,1,0,0
336.09 sec,0,1,0,0,0,0,0,1,0,0
336.11 sec,0,1,0,0,0,0,0,1,0,0
336.13 sec,0,1,0,0,0,0,0,1,0,0
336.14 sec,0,1,0,0,0,0,0,1,0,0
336.16 sec,0,1,0,0,0,0,0,1,0,0
336.18 sec,0,1,0,0,0,0,0,1,0,0
336.19 sec,0,1,0,0,0,0,0,1,0,0
336.21 sec,0,1,0,0,0,0,0,1,0,0
336.23 sec,0,1,0,0,0,0,0,1,0,0
336.24 sec,0,1,0,0,0,0,0,1,0,0
336.26 sec,0,1,0,0,0,0,0,1,0,0
336.28 sec,0,1,0,0,0,0,0,1,0,0
336.29 sec,0,1,0,0,0,0,0,1,0,0
336.31 sec,0,1,0,0,0,0,0,1,0,0
336.33 sec,0,1,0,0,0,0,0,1,0,0
336.34 sec,0,1,0,0,0,0,0,1,0,0
336.36 sec,0,1,0,0,0,0,0,1,0,0
336.38 sec,0,1,0,0,0,0,0,1,0,0
336.39 sec,0,1,0,0,0,0,0,1,0,0
336.41 sec,0,1,0,0,0,0,0,1,0,0
336.43 sec,0,1,0,0,0,0,0,1,0,0
336.44 sec,0,1,0,0,0,0,0,1,0,0
336.46 sec,0,1,0,0,0,0,0,1,0,0
336.48 sec,0,1,0,0,0,0,0,1,0,0
336.49 sec,0,1,0,0,0,0,0,1,0,0
336.51 sec,0,1,0,0,0,0,0,1,0,0
336.53 sec,0,1,0,0,0,0,0,1,0,0
336.54 sec,0,1,0,0,0,0,0,1,0,0
336.56 sec,0,1,0,0,0,0,0,1,0,0
336.58 sec,0,1,0,0,0,0,0,1,0,0
336.59 sec,0,1,0,0,0,0,0,1,0,0
336.61 sec,0,1,0,0,0,0,0,1,0,0
336.63 sec,0,1,0,0,0,0,0,1,0,0
336.64 sec,0,1,0,0,0,0,0,1,0,0
336.66 sec,0,1,0,0,0,0,0,1,0,0
336.68 sec,0,1,0,0,0,0,0,1,0,0
336.69 sec,0,1,0,0,0,0,0,1,0,0
336.71 sec,0,1,0,0,0,0,0,1,0,0
336.73 sec,0,1,0,0,0,0,0,1,0,0
336.74 sec,0,1,0,0,0,0,0,1,0,0
336.76 sec,0,1,0,0,0,0,0,1,0,0
336.78 sec,0,1,0,0,0,0,0,1,0,0
336.79 sec,0,1,0,0,0,0,0,1,0,0
336.81 sec,0,1,0,0,0,0,0,1,0,0
336.83 sec,0,1,0,0,0,0,0,1,0,0
336.84 sec,0,1,0,0,0,0,0,1,0,0
336.86 sec,0,1,0,0,0,0,0,1,0,0
336.88 sec,0,1,0,0,0,0,0,1,0,0
336.89 sec,0,1,0,0,0,0,0,1,0,0
336.91 sec,0,1,0,0,0,0,0,1,0,0
336.93 sec,0,1,0,0,0,0,0,1,0,0
336.94 sec,0,1,0,0,0,0,0,1,0,0
336.96 sec,0,1,0,0,0,0,0,1,0,0
336.98 sec,0,1,0,0,0,0,0,1,0,0
336.99 sec,0,1,0,0,0,0,0,1,0,0
337.01 sec,0,1,0,0,0,0,0,1,0,0
337.03 sec,0,1,0,0,0,0,0,1,0,0
337.04 sec,0,1,0,0,0,0,0,1,0,0
337.06 sec,0,1,0,0,0,0,0,1,0,0
337.08 sec,0,1,0,0,0,0,0,1,0,0
337.09 sec,0,1,0,0,0,0,0,1,0,0
337.11 sec,0,1,0,0,0,0,0,1,0,0
337.13 sec,0,1,0,0,0,0,0,1,0,0
337.14 sec,0,1,0,0,0,0,0,1,0,0
337.16 sec,0,1,0,0,0,0,0,1,0,0
337.18 sec,0,1,0,0,0,0,0,1,0,0
337.19 sec,0,1,0,0,0,0,0,1,0,0
337.21 sec,0,1,0,0,0,0,0,1,0,0
337.23 sec,0,1,0,0,0,0,0,1,0,0
337.24 sec,0,1,0,0,0,0,0,1,0,0
337.26 sec,0,1,0,0,0,0,0,1,0,0
337.28 sec,0,1,0,0,0,0,0,1,0,0
337.29 sec,0,1,0,0,0,0,0,1,0,0
337.31 sec,0,1,0,0,0,0,0,1,0,0
337.33 sec,0,1,0,0,0,0,0,1,0,0
337.34 sec,0,1,0,0,0,0,0,1,0,0
337.36 sec,0,1,0,0,0,0,0,1,0,0
337.38 sec,0,1,0,0,0,0,0,1,0,0
337.39 sec,0,1,0,0,0,0,0,1,0,0
337.41 sec,0,1,0,0,0,0,0,1,0,0
337.43 sec,0,1,0,0,0,0,0,1,0,0
337.44 sec,0,1,0,0,0,0,0,1,0,0
337.46 sec,0,1,0,0,0,0,0,1,0,0
337.48 sec,0,1,0,0,0,0,0,1,0,0
337.49 sec,0,1,0,0,0,0,0,1,0,0
337.51 sec,0,1,0,0,0,0,0,1,0,0
337.53 sec,0,1,0,0,0,0,0,1,0,0
337.54 sec,0,1,0,0,0,0,0,1,0,0
337.56 sec,0,1,0,0,0,0,0,1,0,0
337.58 sec,0,1,0,0,0,0,0,1,0,0
337.59 sec,0,1,0,0,0,0,0,1,0,0
337.61 sec,0,1,0,0,0,0,0,1,0,0
337.63 sec,0,1,0,0,0,0,0,1,0,0
337.64 sec,0,1,0,0,0,0,0,1,0,0
337.66 sec,0,1,0,0,0,0,0,1,0,0
337.68 sec,0,1,0,0,0,0,0,1,0,0
337.69 sec,0,1,0,0,0,0,0,1,0,0
337.71 sec,0,1,0,0,0,0,0,1,0,0
337.73 sec,0,1,0,0,0,0,0,1,0,0
337.74 sec,0,1,0,0,0,0,0,1,0,0
337.76 sec,0,1,0,0,0,0,0,1,0,0
337.78 sec,0,1,0,0,0,0,0,1,0,0
337.79 sec,0,1,0,0,0,0,0,1,0,0
337.81 sec,0,1,0,0,0,0,0,1,0,0
337.83 sec,0,1,0,0,0,0,0,1,0,0
337.84 sec,0,1,0,0,0,0,0,1,0,0
337.86 sec,0,1,0,0,0,0,0,1,0,0
337.88 sec,0,1,0,0,0,0,0,1,0,0
337.89 sec,0,1,0,0,0,0,0,1,0,0
337.91 sec,0,1,0,0,0,0,0,1,0,0
337.93 sec,0,1,0,0,0,0,0,1,0,0
337.94 sec,0,1,0,0,0,0,0,1,0,0
337.96 sec,0,1,0,0,0,0,0,1,0,0
337.98 sec,0,1,0,0,0,0,0,1,0,0
337.99 sec,0,1,0,0,0,0,0,1,0,0
338.01 sec,0,1,0,0,0,0,0,1,0,0
338.03 sec,0,1,0,0,0,0,0,1,0,0
338.04 sec,0,1,0,0,0,0,0,1,0,0
338.06 sec,0,1,0,0,0,0,0,1,0,0
338.08 sec,0,1,0,0,0,0,0,1,0,0
338.09 sec,0,1,0,0,0,0,0,1,0,0
338.11 sec,0,1,0,0,0,0,0,1,0,0
338.13 sec,0,1,0,0,0,0,0,1,0,0
338.14 sec,0,1,0,0,0,0,0,1,0,0
338.16 sec,0,1,0,0,0,0,0,1,0,0
338.18 sec,0,1,0,0,0,0,0,1,0,0
338.2 sec,0,1,0,0,0,0,0,1,0,0
338.21 sec,0,1,0,0,0,0,0,1,0,0
338.23 sec,0,1,0,0,0,0,0,1,0,0
338.25 sec,0,1,0,0,0,0,0,1,0,0
